inventory_id,product_id,bin_id,quantity,date_added
451,224,A02-S2-B04,4,2024-11-11 05:50:27.459676
452,225,A02-S1-B05,1,2024-10-26 05:50:27.460184
453,226,A01-S1-B05,2,2024-11-06 05:50:27.460708
454,227,A08-S1-B04,1,2024-11-08 05:50:27.461230
455,227,A08-S3-B05,5,2024-11-09 05:50:27.461230
456,227,A08-S4-B02,5,2024-10-26 05:50:27.461230
457,228,A01-S4-B05,5,2024-11-04 05:50:27.461751
458,229,A10-S3-B03,4,2024-11-01 05:50:27.462272
459,229,A09-S4-B04,3,2024-11-01 05:50:27.462272
460,229,A10-S2-B04,4,2024-11-19 05:50:27.462272
461,230,A08-S2-B05,4,2024-11-18 05:50:27.462863
462,230,A08-S1-B06,4,2024-11-09 05:50:27.462863
463,231,A07-S4-B05,3,2024-11-02 05:50:27.462863
464,232,A08-S1-B04,3,2024-11-15 05:50:27.463369
465,233,A08-S2-B01,1,2024-10-27 05:50:27.464301
466,233,A08-S2-B02,4,2024-10-23 05:50:27.464301
467,233,A08-S1-B03,1,2024-10-31 05:50:27.464301
468,234,A04-S1-B03,1,2024-11-07 05:50:27.464808
469,235,A05-S4-B04,5,2024-10-27 05:50:27.465331
470,236,A07-S4-B04,1,2024-10-29 05:50:27.465852
471,236,A06-S1-B04,1,2024-11-19 05:50:27.465852
472,237,A02-S3-B01,4,2024-11-09 05:50:27.466375
473,237,A04-S3-B01,3,2024-11-06 05:50:27.466375
474,238,A02-S1-B05,4,2024-10-24 05:50:27.466901
475,238,A05-S4-B05,3,2024-10-22 05:50:27.466901
476,238,A01-S3-B06,1,2024-10-27 05:50:27.466901
477,239,A08-S4-B02,4,2024-10-21 05:50:27.467425
478,240,A03-S3-B02,1,2024-11-01 05:50:27.467947
479,240,A02-S4-B04,4,2024-11-01 05:50:27.467947
480,241,A10-S4-B04,4,2024-11-03 05:50:27.468467
481,242,A08-S3-B01,2,2024-11-11 05:50:27.468988
482,242,A08-S2-B03,2,2024-10-20 05:50:27.468988
483,243,A10-S1-B05,3,2024-10-24 05:50:27.469509
484,243,A10-S4-B06,4,2024-10-25 05:50:27.469509
485,244,A02-S4-B01,5,2024-11-07 05:50:27.470030
486,244,A04-S4-B03,1,2024-11-17 05:50:27.470030
487,244,A01-S2-B01,4,2024-11-14 05:50:27.470030
488,245,A01-S2-B04,2,2024-11-06 05:50:27.470551
489,245,A03-S2-B05,2,2024-10-28 05:50:27.470551
490,245,A05-S2-B02,2,2024-11-05 05:50:27.470551
491,246,A09-S4-B06,5,2024-11-17 05:50:27.471072
492,247,A01-S1-B01,4,2024-11-06 05:50:27.471594
493,247,A04-S4-B02,1,2024-11-02 05:50:27.471594
494,247,A01-S3-B06,2,2024-11-02 05:50:27.471594
495,248,A08-S4-B03,2,2024-11-03 05:50:27.472638
496,248,A08-S3-B01,3,2024-10-30 05:50:27.472638
497,248,A08-S3-B02,4,2024-10-23 05:50:27.472638
498,249,A08-S1-B02,5,2024-10-30 05:50:27.473159
499,249,A08-S4-B04,1,2024-10-29 05:50:27.473159
500,250,A10-S3-B01,5,2024-10-28 05:50:27.473678
501,251,A03-S2-B02,4,2024-11-15 05:50:27.474199
502,251,A03-S3-B04,2,2024-10-30 05:50:27.474199
503,251,A04-S2-B03,4,2024-11-14 05:50:27.474199
504,252,A03-S3-B03,2,2024-11-06 05:50:27.474732
505,252,A03-S2-B04,3,2024-10-30 05:50:27.474732
506,253,A09-S2-B01,4,2024-11-08 05:50:27.475256
507,254,A04-S2-B01,1,2024-11-18 05:50:27.475841
508,254,A03-S2-B05,2,2024-10-25 05:50:27.475841
509,254,A02-S4-B02,3,2024-11-10 05:50:27.475841
510,255,A03-S4-B05,1,2024-10-31 05:50:27.475841
511,255,A05-S3-B01,1,2024-10-20 05:50:27.475841
512,256,A08-S2-B02,5,2024-11-05 05:50:27.476351
513,256,A08-S1-B03,3,2024-11-01 05:50:27.476351
514,257,A10-S1-B01,5,2024-11-08 05:50:27.476351
515,257,A09-S1-B02,5,2024-10-28 05:50:27.476351
516,257,A09-S2-B05,3,2024-11-06 05:50:27.476351
517,258,A07-S1-B02,1,2024-11-14 05:50:27.476893
518,258,A07-S1-B01,2,2024-11-12 05:50:27.476893
519,259,A08-S4-B03,1,2024-11-04 05:50:27.477431
520,259,A08-S4-B04,3,2024-11-09 05:50:27.477431
521,259,A08-S2-B05,4,2024-10-26 05:50:27.477431
522,260,A03-S1-B05,3,2024-11-19 05:50:27.477431
523,260,A01-S2-B05,4,2024-11-15 05:50:27.477431
524,260,A05-S4-B02,3,2024-11-09 05:50:27.477431
525,261,A08-S2-B05,5,2024-11-14 05:50:27.477966
526,261,A08-S3-B05,5,2024-10-31 05:50:27.477966
527,262,A08-S1-B01,3,2024-11-09 05:50:27.479314
528,263,A03-S4-B05,2,2024-11-01 05:50:27.479824
529,263,A03-S3-B05,5,2024-11-17 05:50:27.479824
530,263,A05-S1-B02,4,2024-11-07 05:50:27.479824
531,264,A08-S3-B02,2,2024-11-11 05:50:27.479824
532,265,A09-S1-B05,5,2024-10-30 05:50:27.480363
533,266,A07-S2-B01,2,2024-11-11 05:50:27.480898
534,266,A06-S1-B01,3,2024-11-19 05:50:27.480898
535,267,A07-S2-B02,2,2024-10-21 05:50:27.481427
536,267,A07-S4-B04,5,2024-10-31 05:50:27.481427
537,268,A07-S1-B06,2,2024-11-05 05:50:27.482127
538,268,A06-S2-B03,3,2024-11-16 05:50:27.482633
539,269,A03-S1-B02,2,2024-11-05 05:50:27.483137
540,270,A04-S1-B06,1,2024-11-11 05:50:27.483645
541,270,A04-S4-B04,4,2024-11-19 05:50:27.483645
542,271,A07-S3-B04,2,2024-11-09 05:50:27.484173
543,272,A07-S1-B04,4,2024-11-04 05:50:27.484173
544,272,A07-S4-B03,3,2024-11-17 05:50:27.484173
545,273,A10-S3-B02,5,2024-10-20 05:50:27.484700
546,274,A09-S1-B04,3,2024-10-25 05:50:27.484700
547,275,A08-S2-B02,1,2024-11-02 05:50:27.485226
548,276,A08-S1-B02,4,2024-10-31 05:50:27.485750
549,276,A08-S4-B01,1,2024-11-05 05:50:27.485750
550,277,A06-S1-B03,1,2024-11-04 05:50:27.486273
551,277,A06-S2-B06,5,2024-11-02 05:50:27.486273
552,277,A06-S1-B01,3,2024-11-04 05:50:27.486273
553,278,A08-S1-B01,5,2024-10-23 05:50:27.486273
554,278,A08-S3-B04,2,2024-11-13 05:50:27.486273
555,279,A06-S2-B02,4,2024-11-06 05:50:27.486799
556,279,A07-S1-B02,3,2024-11-16 05:50:27.486799
557,279,A07-S3-B06,3,2024-10-27 05:50:27.486799
558,280,A06-S1-B03,5,2024-11-13 05:50:27.487320
559,280,A07-S4-B03,1,2024-11-06 05:50:27.487320
560,281,A10-S4-B05,5,2024-11-11 05:50:27.487320
561,281,A10-S1-B04,3,2024-10-28 05:50:27.487320
562,282,A03-S3-B04,1,2024-11-01 05:50:27.487847
563,282,A05-S1-B02,2,2024-11-01 05:50:27.487847
564,283,A03-S2-B01,2,2024-10-30 05:50:27.488368
565,284,A02-S3-B05,5,2024-10-24 05:50:27.488368
566,284,A04-S2-B05,2,2024-10-20 05:50:27.488368
567,284,A03-S1-B03,4,2024-11-12 05:50:27.488368
568,285,A08-S4-B05,4,2024-11-14 05:50:27.488895
569,285,A08-S2-B03,5,2024-11-13 05:50:27.488895
570,286,A03-S1-B04,4,2024-10-22 05:50:27.488895
571,287,A05-S1-B06,5,2024-11-10 05:50:27.489421
572,288,A08-S2-B05,3,2024-11-13 05:50:27.489943
573,288,A08-S2-B06,2,2024-10-27 05:50:27.489943
574,289,A04-S4-B06,3,2024-10-20 05:50:27.490465
575,290,A08-S4-B04,4,2024-11-18 05:50:27.491001
576,290,A08-S3-B01,2,2024-11-02 05:50:27.491001
577,291,A01-S1-B01,4,2024-10-24 05:50:27.491001
578,291,A05-S4-B04,5,2024-11-03 05:50:27.491001
579,292,A04-S2-B02,5,2024-10-22 05:50:27.491567
580,293,A06-S4-B05,4,2024-10-20 05:50:27.492096
581,293,A07-S3-B05,3,2024-10-28 05:50:27.492096
582,293,A07-S2-B01,3,2024-11-19 05:50:27.492096
583,294,A01-S3-B01,3,2024-11-06 05:50:27.492096
584,295,A04-S3-B01,5,2024-11-07 05:50:27.492633
585,296,A08-S1-B02,2,2024-10-30 05:50:27.492633
586,296,A08-S4-B02,4,2024-11-13 05:50:27.492633
587,297,A07-S4-B04,4,2024-10-20 05:50:27.493159
588,298,A02-S3-B04,1,2024-10-26 05:50:27.493684
589,298,A01-S4-B04,4,2024-10-26 05:50:27.493684
590,298,A02-S3-B06,1,2024-11-15 05:50:27.493684
591,299,A08-S4-B03,4,2024-10-29 05:50:27.494977
592,299,A08-S2-B01,4,2024-10-30 05:50:27.494977
593,299,A08-S4-B04,4,2024-11-13 05:50:27.494977
594,300,A03-S3-B03,1,2024-10-21 05:50:27.495483
595,301,A02-S4-B06,5,2024-10-24 05:50:27.495483
596,301,A04-S3-B03,1,2024-10-26 05:50:27.495483
597,302,A08-S1-B03,3,2024-10-31 05:50:27.496007
598,303,A08-S2-B03,4,2024-10-21 05:50:27.496533
599,304,A08-S4-B01,1,2024-11-01 05:50:27.496533
600,304,A08-S2-B02,4,2024-10-31 05:50:27.496533
601,305,A06-S1-B03,4,2024-11-12 05:50:27.497061
602,306,A08-S4-B01,5,2024-10-31 05:50:27.497584
603,306,A08-S4-B05,4,2024-10-31 05:50:27.497584
604,306,A08-S1-B06,2,2024-11-14 05:50:27.497584
605,307,A08-S4-B04,1,2024-11-02 05:50:27.497584
606,307,A08-S1-B01,4,2024-11-10 05:50:27.497584
607,308,A03-S2-B04,2,2024-11-07 05:50:27.498108
608,309,A07-S3-B04,3,2024-11-19 05:50:27.498702
609,310,A04-S1-B01,5,2024-11-18 05:50:27.499339
610,310,A05-S1-B01,3,2024-10-28 05:50:27.499339
611,311,A02-S4-B05,5,2024-11-05 05:50:27.499339
612,312,A02-S2-B03,3,2024-11-12 05:50:27.499846
613,312,A02-S3-B05,4,2024-11-10 05:50:27.499846
614,312,A05-S2-B01,4,2024-11-07 05:50:27.499846
615,313,A04-S4-B01,5,2024-10-22 05:50:27.500371
616,313,A04-S4-B03,4,2024-11-12 05:50:27.500371
617,314,A08-S1-B04,3,2024-11-03 05:50:27.500371
618,314,A08-S1-B06,5,2024-11-04 05:50:27.500371
619,314,A08-S1-B01,4,2024-10-23 05:50:27.500371
620,315,A07-S2-B02,4,2024-11-12 05:50:27.500901
621,315,A06-S4-B03,2,2024-10-23 05:50:27.500901
622,315,A06-S3-B06,5,2024-10-28 05:50:27.500901
623,316,A06-S3-B01,4,2024-10-27 05:50:27.500901
624,317,A02-S2-B06,1,2024-10-24 05:50:27.501426
625,317,A05-S1-B03,1,2024-11-06 05:50:27.501426
626,317,A05-S1-B06,1,2024-11-16 05:50:27.501426
627,318,A01-S2-B01,4,2024-11-04 05:50:27.501950
628,319,A01-S3-B03,1,2024-11-02 05:50:27.501950
629,319,A01-S4-B01,5,2024-10-26 05:50:27.501950
630,320,A02-S1-B01,3,2024-11-01 05:50:27.502472
631,320,A03-S4-B05,4,2024-11-19 05:50:27.502472
632,321,A08-S2-B03,4,2024-10-23 05:50:27.502993
633,322,A06-S2-B01,2,2024-11-08 05:50:27.502993
634,323,A06-S4-B02,3,2024-10-29 05:50:27.503515
635,324,A04-S1-B06,3,2024-10-31 05:50:27.503515
636,325,A08-S2-B05,2,2024-11-18 05:50:27.504035
637,325,A08-S4-B01,1,2024-11-12 05:50:27.504035
638,326,A07-S1-B02,1,2024-11-14 05:50:27.504555
639,326,A06-S3-B04,5,2024-11-15 05:50:27.504555
640,326,A07-S2-B03,4,2024-10-20 05:50:27.504555
641,327,A08-S3-B02,1,2024-11-18 05:50:27.504555
642,327,A08-S1-B03,2,2024-10-21 05:50:27.504555
643,328,A08-S1-B01,3,2024-10-31 05:50:27.505076
644,328,A08-S4-B03,4,2024-10-23 05:50:27.505076
645,329,A05-S2-B06,3,2024-10-27 05:50:27.505076
646,329,A04-S1-B04,3,2024-10-22 05:50:27.505076
647,330,A05-S4-B06,4,2024-10-28 05:50:27.505597
648,330,A02-S4-B05,3,2024-11-12 05:50:27.505597
649,331,A01-S3-B02,5,2024-11-05 05:50:27.506118
650,331,A01-S1-B03,3,2024-10-26 05:50:27.506118
651,332,A07-S4-B02,3,2024-11-12 05:50:27.506118
652,332,A06-S2-B06,3,2024-10-20 05:50:27.506118
653,332,A06-S4-B02,3,2024-10-28 05:50:27.506118
654,333,A04-S3-B04,4,2024-11-17 05:50:27.506642
655,333,A05-S1-B06,4,2024-10-31 05:50:27.506642
656,333,A02-S4-B06,3,2024-11-09 05:50:27.506642
657,334,A05-S3-B03,5,2024-11-03 05:50:27.507166
658,335,A05-S2-B02,1,2024-11-18 05:50:27.507166
659,336,A05-S4-B06,2,2024-11-01 05:50:27.507687
660,336,A05-S3-B05,2,2024-10-27 05:50:27.507687
661,336,A02-S3-B06,1,2024-10-27 05:50:27.507687
662,337,A10-S1-B01,1,2024-11-17 05:50:27.507687
663,337,A09-S2-B02,1,2024-11-19 05:50:27.507687
664,338,A07-S2-B04,2,2024-11-14 05:50:27.508207
665,339,A04-S3-B05,4,2024-11-08 05:50:27.508207
666,339,A03-S3-B05,1,2024-11-07 05:50:27.508207
667,340,A01-S2-B01,2,2024-11-01 05:50:27.508730
668,340,A01-S2-B04,1,2024-11-09 05:50:27.508730
669,340,A05-S1-B03,1,2024-11-17 05:50:27.508730
670,341,A01-S2-B01,1,2024-10-23 05:50:27.509253
671,342,A02-S4-B01,3,2024-11-07 05:50:27.510202
672,342,A03-S4-B01,2,2024-11-06 05:50:27.510202
673,343,A04-S1-B02,4,2024-11-19 05:50:27.510707
674,344,A02-S2-B04,3,2024-10-20 05:50:27.511236
675,345,A03-S2-B04,5,2024-11-08 05:50:27.511236
676,345,A02-S4-B02,4,2024-11-07 05:50:27.511236
677,345,A03-S4-B04,5,2024-10-20 05:50:27.511236
678,346,A08-S1-B05,5,2024-10-21 05:50:27.511768
679,346,A08-S3-B03,3,2024-11-11 05:50:27.511768
680,346,A08-S1-B04,3,2024-11-18 05:50:27.511768
681,347,A08-S1-B04,5,2024-11-14 05:50:27.512297
682,348,A01-S2-B06,1,2024-11-06 05:50:27.512297
683,348,A05-S1-B06,3,2024-10-24 05:50:27.512297
684,349,A02-S2-B04,3,2024-11-17 05:50:27.512826
685,349,A01-S2-B06,4,2024-11-04 05:50:27.512826
686,349,A05-S2-B04,1,2024-10-27 05:50:27.512826
687,350,A08-S4-B04,5,2024-11-08 05:50:27.512826
688,350,A08-S3-B04,2,2024-10-31 05:50:27.512826
689,350,A08-S2-B01,2,2024-11-07 05:50:27.512826
690,351,A08-S1-B01,4,2024-10-21 05:50:27.513353
691,351,A08-S4-B04,1,2024-11-19 05:50:27.513353
692,351,A08-S2-B05,5,2024-11-05 05:50:27.513353
693,352,A10-S4-B02,5,2024-11-16 05:50:27.513882
694,352,A09-S2-B04,5,2024-10-20 05:50:27.513882
695,353,A06-S3-B03,4,2024-10-20 05:50:27.513882
696,354,A02-S3-B06,1,2024-11-07 05:50:27.514413
697,354,A05-S4-B03,1,2024-11-14 05:50:27.514413
698,355,A05-S3-B06,5,2024-11-02 05:50:27.514946
699,355,A04-S2-B03,1,2024-10-23 05:50:27.514946
700,356,A08-S3-B01,4,2024-10-24 05:50:27.514946
701,357,A04-S1-B03,1,2024-11-05 05:50:27.515475
702,357,A04-S1-B05,1,2024-11-19 05:50:27.515475
703,357,A05-S2-B04,4,2024-11-14 05:50:27.515475
704,358,A08-S1-B06,5,2024-10-24 05:50:27.515475
705,358,A08-S1-B04,4,2024-11-05 05:50:27.515475
706,358,A08-S4-B03,2,2024-10-26 05:50:27.515475
707,359,A09-S4-B02,1,2024-11-03 05:50:27.516003
708,359,A10-S4-B06,5,2024-11-13 05:50:27.516003
709,359,A09-S4-B03,4,2024-10-29 05:50:27.516003
710,360,A08-S3-B06,5,2024-11-13 05:50:27.516003
711,360,A08-S4-B02,3,2024-10-23 05:50:27.516003
712,360,A08-S3-B05,2,2024-11-01 05:50:27.516003
713,361,A03-S3-B04,2,2024-11-16 05:50:27.516531
714,362,A08-S2-B02,3,2024-10-31 05:50:27.516531
715,363,A03-S4-B05,4,2024-11-13 05:50:27.517061
716,363,A05-S3-B01,3,2024-11-15 05:50:27.517061
717,363,A04-S1-B01,5,2024-11-08 05:50:27.517061
718,364,A08-S1-B03,5,2024-11-16 05:50:27.517592
719,364,A08-S1-B01,3,2024-10-27 05:50:27.517592
720,364,A08-S1-B04,4,2024-11-05 05:50:27.517592
721,365,A10-S1-B03,5,2024-10-20 05:50:27.517592
722,365,A09-S2-B06,5,2024-10-20 05:50:27.517592
723,365,A10-S4-B05,2,2024-11-02 05:50:27.517592
724,366,A04-S2-B03,3,2024-11-13 05:50:27.518125
725,367,A08-S3-B05,2,2024-11-15 05:50:27.518125
726,368,A10-S1-B01,1,2024-11-11 05:50:27.518737
727,368,A09-S4-B02,5,2024-11-13 05:50:27.518737
728,368,A09-S2-B03,4,2024-10-24 05:50:27.518737
729,369,A02-S1-B05,1,2024-10-22 05:50:27.519242
730,369,A04-S1-B03,4,2024-11-09 05:50:27.519242
731,369,A02-S4-B01,4,2024-11-13 05:50:27.519242
732,370,A01-S1-B03,2,2024-11-10 05:50:27.519242
733,370,A01-S4-B01,2,2024-11-01 05:50:27.519242
734,370,A01-S3-B06,3,2024-11-05 05:50:27.519242
735,371,A05-S3-B01,4,2024-11-14 05:50:27.519242
736,372,A03-S2-B02,3,2024-11-16 05:50:27.519242
737,372,A01-S3-B06,3,2024-11-17 05:50:27.519242
738,372,A04-S2-B02,3,2024-10-20 05:50:27.519242
739,373,A01-S1-B05,5,2024-10-23 05:50:27.520961
740,374,A07-S1-B03,2,2024-11-03 05:50:27.521468
741,375,A03-S4-B04,1,2024-11-16 05:50:27.521468
742,375,A04-S4-B03,4,2024-11-04 05:50:27.521468
743,375,A03-S4-B06,1,2024-11-18 05:50:27.521468
744,376,A05-S1-B01,5,2024-11-07 05:50:27.521468
745,376,A04-S4-B06,5,2024-10-22 05:50:27.521468
746,376,A03-S3-B02,3,2024-11-17 05:50:27.521468
747,377,A06-S3-B02,5,2024-10-20 05:50:27.522904
748,377,A07-S1-B04,3,2024-11-10 05:50:27.522904
749,378,A01-S1-B03,1,2024-11-17 05:50:27.522904
750,378,A03-S2-B05,3,2024-11-09 05:50:27.522904
751,379,A06-S2-B01,5,2024-11-15 05:50:27.523410
752,379,A06-S1-B01,3,2024-11-08 05:50:27.523410
753,380,A01-S2-B05,1,2024-10-31 05:50:27.523410
754,380,A02-S3-B01,5,2024-10-26 05:50:27.523410
755,380,A03-S2-B01,2,2024-11-03 05:50:27.523410
756,381,A05-S4-B02,4,2024-10-30 05:50:27.523410
757,381,A01-S1-B01,1,2024-11-02 05:50:27.523410
758,381,A01-S1-B06,3,2024-11-08 05:50:27.523410
759,382,A06-S3-B05,1,2024-11-03 05:50:27.523410
760,383,A08-S2-B06,5,2024-11-05 05:50:27.523410
761,384,A09-S4-B03,4,2024-11-01 05:50:27.524916
762,384,A09-S1-B02,2,2024-11-08 05:50:27.524916
763,385,A07-S2-B06,5,2024-11-17 05:50:27.524916
764,385,A06-S4-B02,2,2024-10-28 05:50:27.524916
765,386,A07-S4-B06,5,2024-11-04 05:50:27.524916
766,386,A06-S4-B04,2,2024-11-06 05:50:27.524916
767,387,A04-S4-B03,2,2024-11-12 05:50:27.524916
768,387,A05-S4-B01,3,2024-11-13 05:50:27.524916
769,388,A04-S1-B05,3,2024-10-25 05:50:27.524916
770,388,A01-S4-B06,3,2024-11-11 05:50:27.524916
771,388,A04-S2-B03,5,2024-10-29 05:50:27.524916
772,389,A06-S2-B02,4,2024-11-09 05:50:27.524916
773,390,A07-S2-B03,2,2024-10-20 05:50:27.524916
774,391,A08-S1-B05,4,2024-11-14 05:50:27.524916
775,392,A01-S1-B04,5,2024-11-05 05:50:27.524916
776,393,A01-S2-B01,5,2024-11-15 05:50:27.524916
777,393,A03-S1-B03,3,2024-11-14 05:50:27.524916
778,394,A07-S3-B01,5,2024-11-15 05:50:27.524916
779,394,A06-S1-B05,3,2024-10-23 05:50:27.524916
780,395,A02-S4-B05,3,2024-10-30 05:50:27.524916
781,396,A10-S3-B05,1,2024-10-23 05:50:27.524916
782,396,A09-S2-B06,3,2024-11-08 05:50:27.524916
783,396,A10-S2-B04,3,2024-11-04 05:50:27.524916
784,397,A09-S1-B01,4,2024-10-30 05:50:27.524916
785,398,A03-S4-B04,1,2024-11-04 05:50:27.524916
786,399,A07-S2-B03,4,2024-11-15 05:50:27.524916
787,400,A06-S4-B03,2,2024-11-11 05:50:27.524916
788,401,A04-S3-B04,5,2024-11-08 05:50:27.524916
789,401,A01-S4-B03,1,2024-10-21 05:50:27.524916
790,402,A10-S3-B01,5,2024-10-20 05:50:27.524916
791,403,A08-S4-B04,1,2024-10-26 05:50:27.524916
792,403,A08-S2-B03,1,2024-10-21 05:50:27.524916
793,403,A08-S1-B02,3,2024-11-06 05:50:27.524916
794,404,A06-S1-B06,3,2024-10-29 05:50:27.524916
795,404,A06-S4-B01,2,2024-11-11 05:50:27.524916
796,405,A02-S3-B06,4,2024-11-18 05:50:27.524916
797,406,A10-S3-B06,3,2024-10-26 05:50:27.524916
798,407,A04-S1-B02,4,2024-11-01 05:50:27.524916
799,408,A03-S2-B05,5,2024-10-23 05:50:27.524916
800,408,A03-S4-B03,2,2024-10-26 05:50:27.524916
801,408,A01-S2-B03,2,2024-11-14 05:50:27.524916
802,409,A10-S3-B05,1,2024-10-29 05:50:27.524916
803,409,A10-S2-B01,1,2024-11-19 05:50:27.524916
804,409,A09-S3-B04,1,2024-11-03 05:50:27.524916
805,410,A04-S2-B01,1,2024-11-16 05:50:27.524916
806,410,A02-S2-B03,5,2024-11-11 05:50:27.524916
807,411,A03-S4-B02,2,2024-10-26 05:50:27.524916
808,411,A03-S3-B06,3,2024-10-25 05:50:27.524916
809,412,A08-S3-B02,3,2024-10-21 05:50:27.524916
810,413,A08-S3-B06,2,2024-11-14 05:50:27.524916
811,413,A08-S3-B04,1,2024-11-09 05:50:27.524916
812,413,A08-S3-B01,2,2024-11-06 05:50:27.524916
813,414,A08-S2-B05,2,2024-11-06 05:50:27.524916
814,414,A08-S4-B05,4,2024-11-01 05:50:27.524916
815,414,A08-S4-B01,1,2024-11-12 05:50:27.524916
816,415,A08-S4-B02,5,2024-10-23 05:50:27.524916
817,416,A03-S1-B06,5,2024-11-04 05:50:27.524916
818,416,A02-S3-B03,3,2024-11-06 05:50:27.524916
819,417,A01-S3-B01,4,2024-11-08 05:50:27.524916
820,417,A01-S3-B04,1,2024-11-08 05:50:27.524916
821,418,A03-S4-B03,2,2024-10-23 05:50:27.524916
822,419,A06-S1-B01,3,2024-11-17 05:50:27.524916
823,420,A07-S2-B04,1,2024-10-22 05:50:27.524916
824,420,A07-S4-B01,4,2024-10-20 05:50:27.524916
825,421,A07-S4-B01,1,2024-10-31 05:50:27.524916
826,421,A06-S4-B04,1,2024-11-03 05:50:27.524916
827,421,A07-S1-B03,5,2024-11-10 05:50:27.524916
828,422,A07-S1-B04,1,2024-11-14 05:50:27.524916
829,422,A06-S3-B04,5,2024-11-08 05:50:27.524916
830,423,A05-S3-B01,4,2024-10-27 05:50:27.524916
831,424,A02-S2-B04,2,2024-11-02 05:50:27.524916
832,425,A01-S4-B05,5,2024-10-22 05:50:27.524916
833,426,A08-S4-B03,2,2024-11-09 05:50:27.524916
834,426,A08-S3-B06,2,2024-10-22 05:50:27.524916
835,427,A04-S2-B05,4,2024-11-06 05:50:27.524916
836,428,A09-S3-B06,1,2024-10-25 05:50:27.524916
837,428,A10-S3-B02,3,2024-10-28 05:50:27.524916
838,429,A02-S2-B05,3,2024-10-29 05:50:27.524916
839,429,A05-S1-B03,5,2024-11-13 05:50:27.524916
840,429,A02-S2-B03,3,2024-11-13 05:50:27.524916
841,430,A04-S4-B06,3,2024-11-10 05:50:27.524916
842,430,A05-S4-B02,1,2024-11-05 05:50:27.524916
843,431,A04-S3-B05,2,2024-11-15 05:50:27.524916
844,432,A07-S3-B01,3,2024-11-17 05:50:27.524916
845,433,A08-S3-B04,4,2024-10-23 05:50:27.524916
846,434,A02-S1-B01,2,2024-11-18 05:50:27.524916
847,435,A05-S1-B06,4,2024-11-02 05:50:27.524916
848,435,A01-S2-B02,1,2024-11-04 05:50:27.524916
849,435,A03-S3-B06,3,2024-11-03 05:50:27.524916
850,436,A06-S1-B05,5,2024-10-24 05:50:27.541031
851,436,A06-S4-B06,5,2024-11-04 05:50:27.541031
852,436,A07-S2-B02,4,2024-10-27 05:50:27.541031
853,437,A04-S4-B05,3,2024-11-15 05:50:27.541538
854,438,A06-S1-B01,3,2024-11-07 05:50:27.541538
855,439,A07-S1-B06,4,2024-11-06 05:50:27.541538
856,440,A03-S3-B06,5,2024-10-25 05:50:27.541538
857,440,A02-S3-B06,3,2024-10-25 05:50:27.541538
858,441,A04-S3-B02,3,2024-11-08 05:50:27.541538
859,442,A08-S1-B03,2,2024-11-16 05:50:27.541538
860,442,A08-S3-B06,2,2024-11-16 05:50:27.541538
861,442,A08-S4-B01,5,2024-10-23 05:50:27.541538
862,443,A05-S2-B06,1,2024-10-28 05:50:27.541538
863,443,A02-S2-B05,4,2024-11-02 05:50:27.541538
864,443,A05-S4-B03,2,2024-11-13 05:50:27.541538
865,444,A05-S2-B04,4,2024-11-06 05:50:27.541538
866,444,A03-S2-B03,1,2024-11-17 05:50:27.541538
867,444,A01-S1-B03,3,2024-11-10 05:50:27.541538
868,445,A06-S2-B03,2,2024-11-16 05:50:27.541538
869,446,A09-S3-B02,1,2024-11-10 05:50:27.541538
870,446,A10-S4-B03,5,2024-11-08 05:50:27.541538
871,446,A10-S2-B05,3,2024-10-26 05:50:27.541538
872,447,A08-S1-B01,1,2024-11-14 05:50:27.541538
873,447,A08-S4-B02,5,2024-10-26 05:50:27.541538
874,448,A07-S2-B06,5,2024-11-04 05:50:27.541538
875,448,A07-S1-B05,4,2024-11-09 05:50:27.541538
876,449,A04-S4-B04,5,2024-11-16 05:50:27.541538
877,449,A01-S2-B06,1,2024-11-12 05:50:27.541538
878,449,A01-S4-B04,4,2024-11-10 05:50:27.541538
879,450,A04-S3-B04,4,2024-10-20 05:50:27.541538
880,451,A06-S1-B06,3,2024-11-16 05:50:27.541538
881,451,A06-S4-B03,1,2024-10-30 05:50:27.541538
882,452,A08-S2-B06,5,2024-11-15 05:50:27.541538
883,453,A03-S2-B05,4,2024-10-27 05:50:27.541538
884,453,A04-S2-B06,2,2024-10-31 05:50:27.541538
885,454,A10-S4-B02,2,2024-11-06 05:50:27.541538
886,455,A04-S3-B04,4,2024-10-28 05:50:27.541538
887,456,A02-S1-B04,3,2024-11-14 05:50:27.541538
888,457,A03-S1-B05,3,2024-10-24 05:50:27.541538
889,457,A03-S3-B01,1,2024-10-21 05:50:27.541538
890,458,A04-S3-B06,2,2024-10-20 05:50:27.541538
891,459,A04-S4-B01,2,2024-10-20 05:50:27.541538
892,459,A03-S2-B06,2,2024-10-28 05:50:27.541538
893,459,A03-S4-B06,5,2024-11-03 05:50:27.541538
894,460,A03-S1-B06,1,2024-10-25 05:50:27.541538
895,460,A01-S1-B04,5,2024-11-14 05:50:27.541538
896,461,A02-S3-B06,5,2024-10-28 05:50:27.541538
897,461,A02-S4-B04,3,2024-11-07 05:50:27.541538
898,462,A08-S1-B06,4,2024-10-25 05:50:27.541538
899,462,A08-S3-B02,4,2024-10-22 05:50:27.541538
900,463,A07-S4-B05,5,2024-10-23 05:50:27.541538
